Cost_C_START_WEAK_ALL	COST_C_S_TA_R_T_W_EA_K_A_L_L	Cost_C_Start_Weak_All	COST_C_START_WEAK_ALL
Cost_PASSIVE_ATTACK_DAMAGE	COST_P_AS_SI_V_E_A_TT_AC_K_D_AM_AG_E	Cost_Passive_Attack_Damage	COST_PASSIVE_ATTACK_DAMAGE
Cost_PASSIVE_BLOCK_ADD	COST_P_AS_SI_V_E_B_LO_C_K_A_D_D	Cost_Passive_Block_Add	COST_PASSIVE_BLOCK_ADD
Cost_PASSIVE_GOLD_GAIN	COST_P_AS_SI_V_E_G_OL_D_G_AI_N	Cost_Passive_Gold_Gain	COST_PASSIVE_GOLD_GAIN
Cost_PASSIVE_MAX_ENERGY	COST_P_AS_SI_V_E_M_A_X_E_NE_RG_Y	Cost_Passive_Max_Energy	COST_PASSIVE_MAX_ENERGY
Cost_PLAY_BLOCK	COST_P_LA_Y_B_LO_C_K	Cost_Play_Block	COST_PLAY_BLOCK
Cost_PLAY_DAMAGE_RANDOM	COST_P_LA_Y_D_AM_AG_E_R_AN_DO_M	Cost_Play_Damage_Random	COST_PLAY_DAMAGE_RANDOM
Cost_REST_HEAL_BONUS	COST_R_ES_T_H_EA_L_B_ON_U_S	Cost_Rest_Heal_Bonus	COST_REST_HEAL_BONUS
Cost_T_START_BLOCK	COST_T_S_TA_R_T_B_LO_C_K	Cost_T_Start_Block	COST_T_START_BLOCK
Cost_T_START_DRAW	COST_T_S_TA_R_T_D_RA_W	Cost_T_Start_Draw	COST_T_START_DRAW
Cost_T_START_ENERGY	COST_T_S_TA_R_T_E_NE_RG_Y	Cost_T_Start_Energy	COST_T_START_ENERGY
Cost_T_START_HEAL	COST_T_S_TA_R_T_H_EA_L	Cost_T_Start_Heal	COST_T_START_HEAL
Cost_VICTORY_GOLD	COST_V_IC_TO_R_Y_G_OL_D	Cost_Victory_Gold	COST_VICTORY_GOLD
Cost_VICTORY_HEAL	COST_V_IC_TO_R_Y_H_EA_L	Cost_Victory_Heal	COST_VICTORY_HEAL
Cost_X_ENCHANT_IMBUED	COST_X_E_NC_HA_N_T_I_MB_UE_D	Cost_X_Enchant_Imbued	COST_X_ENCHANT_IMBUED
Cost_X_ENCHANT_NIMBLE	COST_X_E_NC_HA_N_T_N_IM_BL_E	Cost_X_Enchant_Nimble	COST_X_ENCHANT_NIMBLE
Cost_X_ENCHANT_SHARP	COST_X_E_NC_HA_N_T_S_HA_R_P	Cost_X_Enchant_Sharp	COST_X_ENCHANT_SHARP
Cost_X_HAND_RETAIN	COST_X_H_AN_D_R_ET_AI_N	Cost_X_Hand_Retain	COST_X_HAND_RETAIN
Cost_X_HAND_SLY	COST_X_H_AN_D_S_L_Y	Cost_X_Hand_Sly	COST_X_HAND_SLY
Cost_X_RETAIN_ATTACK_BUFF	COST_X_R_ET_AI_N_A_TT_AC_K_B_UF_F	Cost_X_Retain_Attack_Buff	COST_X_RETAIN_ATTACK_BUFF
Cost_X_RETAIN_ENERGY_DISCOUNT	COST_X_R_ET_AI_N_E_NE_RG_Y_D_IS_CO_UN_T	Cost_X_Retain_Energy_Discount	COST_X_RETAIN_ENERGY_DISCOUNT
Cost_X_STANCE_CALM	COST_X_S_TA_NC_E_C_AL_M	Cost_X_Stance_Calm	COST_X_STANCE_CALM
Cost_X_STANCE_DIVINITY	COST_X_S_TA_NC_E_D_IV_IN_IT_Y	Cost_X_Stance_Divinity	COST_X_STANCE_DIVINITY
Cost_X_STANCE_WRATH	COST_X_S_TA_NC_E_W_RA_T_H	Cost_X_Stance_Wrath	COST_X_STANCE_WRATH
Max_C_START_ARTIFACT	MAX_C_S_TA_R_T_A_RT_IF_AC_T	Max_C_Start_Artifact	MAX_C_START_ARTIFACT
Max_C_START_BLOCK	MAX_C_S_TA_R_T_B_LO_C_K	Max_C_Start_Block	MAX_C_START_BLOCK
Max_C_START_DAMAGE_ALL	MAX_C_S_TA_R_T_D_AM_AG_E_A_L_L	Max_C_Start_Damage_All	MAX_C_START_DAMAGE_ALL
Max_C_START_DEXTERITY	MAX_C_S_TA_R_T_D_EX_TE_RI_T_Y	Max_C_Start_Dexterity	MAX_C_START_DEXTERITY
Max_C_START_DRAW	MAX_C_S_TA_R_T_D_RA_W	Max_C_Start_Draw	MAX_C_START_DRAW
Max_C_START_ENERGY	MAX_C_S_TA_R_T_E_NE_RG_Y	Max_C_Start_Energy	MAX_C_START_ENERGY
Max_C_START_PLATING	MAX_C_S_TA_R_T_P_LA_TI_N_G	Max_C_Start_Plating	MAX_C_START_PLATING
Max_C_START_POISON_ALL	MAX_C_S_TA_R_T_P_OI_SO_N_A_L_L	Max_C_Start_Poison_All	MAX_C_START_POISON_ALL
Max_C_START_REGEN	MAX_C_S_TA_R_T_R_EG_E_N	Max_C_Start_Regen	MAX_C_START_REGEN
Max_C_START_STRENGTH	MAX_C_S_TA_R_T_S_TR_EN_GT_H	Max_C_Start_Strength	MAX_C_START_STRENGTH
Max_C_START_THORNS	MAX_C_S_TA_R_T_T_HO_RN_S	Max_C_Start_Thorns	MAX_C_START_THORNS
Max_C_START_VULN_ALL	MAX_C_S_TA_R_T_V_UL_N_A_L_L	Max_C_Start_Vuln_All	MAX_C_START_VULN_ALL
Max_C_START_WEAK_ALL	MAX_C_S_TA_R_T_W_EA_K_A_L_L	Max_C_Start_Weak_All	MAX_C_START_WEAK_ALL
Max_N_ATTACK_DAMAGE_DOWN	MAX_N_A_TT_AC_K_D_AM_AG_E_D_OW_N	Max_N_Attack_Damage_Down	MAX_N_ATTACK_DAMAGE_DOWN
Max_N_GOLD_DOWN	MAX_N_G_OL_D_D_OW_N	Max_N_Gold_Down	MAX_N_GOLD_DOWN
Max_N_MAX_HP_DOWN	MAX_N_M_A_X_H_P_D_OW_N	Max_N_Max_Hp_Down	MAX_N_MAX_HP_DOWN
Max_N_POTION_BLOCK	MAX_N_P_OT_IO_N_B_LO_C_K	Max_N_Potion_Block	MAX_N_POTION_BLOCK
Max_N_REST_HEAL_DOWN	MAX_N_R_ES_T_H_EA_L_D_OW_N	Max_N_Rest_Heal_Down	MAX_N_REST_HEAL_DOWN
Max_N_START_FRAIL_SELF	MAX_N_S_TA_R_T_F_RA_I_L_S_EL_F	Max_N_Start_Frail_Self	MAX_N_START_FRAIL_SELF
Max_N_START_SLOTH_SELF	MAX_N_S_TA_R_T_S_LO_T_H_S_EL_F	Max_N_Start_Sloth_Self	MAX_N_START_SLOTH_SELF
Max_N_TURN_DRAW_DOWN	MAX_N_T_UR_N_D_RA_W_D_OW_N	Max_N_Turn_Draw_Down	MAX_N_TURN_DRAW_DOWN
Max_N_TURN_ENERGY_DOWN	MAX_N_T_UR_N_E_NE_RG_Y_D_OW_N	Max_N_Turn_Energy_Down	MAX_N_TURN_ENERGY_DOWN
Max_N_TURN_LOSE_HP	MAX_N_T_UR_N_L_OS_E_H_P	Max_N_Turn_Lose_Hp	MAX_N_TURN_LOSE_HP
Max_PASSIVE_ATTACK_DAMAGE	MAX_P_AS_SI_V_E_A_TT_AC_K_D_AM_AG_E	Max_Passive_Attack_Damage	MAX_PASSIVE_ATTACK_DAMAGE
Max_PASSIVE_BLOCK_ADD	MAX_P_AS_SI_V_E_B_LO_C_K_A_D_D	Max_Passive_Block_Add	MAX_PASSIVE_BLOCK_ADD
Max_PASSIVE_GOLD_GAIN	MAX_P_AS_SI_V_E_G_OL_D_G_AI_N	Max_Passive_Gold_Gain	MAX_PASSIVE_GOLD_GAIN
Max_PASSIVE_MAX_ENERGY	MAX_P_AS_SI_V_E_M_A_X_E_NE_RG_Y	Max_Passive_Max_Energy	MAX_PASSIVE_MAX_ENERGY
Max_PLAY_BLOCK	MAX_P_LA_Y_B_LO_C_K	Max_Play_Block	MAX_PLAY_BLOCK
Max_PLAY_DAMAGE_RANDOM	MAX_P_LA_Y_D_AM_AG_E_R_AN_DO_M	Max_Play_Damage_Random	MAX_PLAY_DAMAGE_RANDOM
Max_REST_HEAL_BONUS	MAX_R_ES_T_H_EA_L_B_ON_U_S	Max_Rest_Heal_Bonus	MAX_REST_HEAL_BONUS
Max_T_START_BLOCK	MAX_T_S_TA_R_T_B_LO_C_K	Max_T_Start_Block	MAX_T_START_BLOCK
Max_T_START_DRAW	MAX_T_S_TA_R_T_D_RA_W	Max_T_Start_Draw	MAX_T_START_DRAW
Max_T_START_ENERGY	MAX_T_S_TA_R_T_E_NE_RG_Y	Max_T_Start_Energy	MAX_T_START_ENERGY
Max_T_START_HEAL	MAX_T_S_TA_R_T_H_EA_L	Max_T_Start_Heal	MAX_T_START_HEAL
Max_VICTORY_GOLD	MAX_V_IC_TO_R_Y_G_OL_D	Max_Victory_Gold	MAX_VICTORY_GOLD
Max_VICTORY_HEAL	MAX_V_IC_TO_R_Y_H_EA_L	Max_Victory_Heal	MAX_VICTORY_HEAL
Max_X_ENCHANT_IMBUED	MAX_X_E_NC_HA_N_T_I_MB_UE_D	Max_X_Enchant_Imbued	MAX_X_ENCHANT_IMBUED
Max_X_ENCHANT_NIMBLE	MAX_X_E_NC_HA_N_T_N_IM_BL_E	Max_X_Enchant_Nimble	MAX_X_ENCHANT_NIMBLE
Max_X_ENCHANT_SHARP	MAX_X_E_NC_HA_N_T_S_HA_R_P	Max_X_Enchant_Sharp	MAX_X_ENCHANT_SHARP
Max_X_HAND_ETHEREAL	MAX_X_H_AN_D_E_TH_ER_EA_L	Max_X_Hand_Ethereal	MAX_X_HAND_ETHEREAL
Max_X_HAND_RETAIN	MAX_X_H_AN_D_R_ET_AI_N	Max_X_Hand_Retain	MAX_X_HAND_RETAIN
Max_X_HAND_SLY	MAX_X_H_AN_D_S_L_Y	Max_X_Hand_Sly	MAX_X_HAND_SLY
Max_X_RETAIN_ATTACK_BUFF	MAX_X_R_ET_AI_N_A_TT_AC_K_B_UF_F	Max_X_Retain_Attack_Buff	MAX_X_RETAIN_ATTACK_BUFF
Max_X_RETAIN_ENERGY_DISCOUNT	MAX_X_R_ET_AI_N_E_NE_RG_Y_D_IS_CO_UN_T	Max_X_Retain_Energy_Discount	MAX_X_RETAIN_ENERGY_DISCOUNT
Max_X_STANCE_CALM	MAX_X_S_TA_NC_E_C_AL_M	Max_X_Stance_Calm	MAX_X_STANCE_CALM
Max_X_STANCE_DIVINITY	MAX_X_S_TA_NC_E_D_IV_IN_IT_Y	Max_X_Stance_Divinity	MAX_X_STANCE_DIVINITY
Max_X_STANCE_WRATH	MAX_X_S_TA_NC_E_W_RA_T_H	Max_X_Stance_Wrath	MAX_X_STANCE_WRATH
Min_C_START_ARTIFACT	MIN_C_S_TA_R_T_A_RT_IF_AC_T	Min_C_Start_Artifact	MIN_C_START_ARTIFACT
Min_C_START_BLOCK	MIN_C_S_TA_R_T_B_LO_C_K	Min_C_Start_Block	MIN_C_START_BLOCK
Min_C_START_DAMAGE_ALL	MIN_C_S_TA_R_T_D_AM_AG_E_A_L_L	Min_C_Start_Damage_All	MIN_C_START_DAMAGE_ALL
Min_C_START_DEXTERITY	MIN_C_S_TA_R_T_D_EX_TE_RI_T_Y	Min_C_Start_Dexterity	MIN_C_START_DEXTERITY
Min_C_START_DRAW	MIN_C_S_TA_R_T_D_RA_W	Min_C_Start_Draw	MIN_C_START_DRAW
Min_C_START_ENERGY	MIN_C_S_TA_R_T_E_NE_RG_Y	Min_C_Start_Energy	MIN_C_START_ENERGY
Min_C_START_PLATING	MIN_C_S_TA_R_T_P_LA_TI_N_G	Min_C_Start_Plating	MIN_C_START_PLATING
Min_C_START_POISON_ALL	MIN_C_S_TA_R_T_P_OI_SO_N_A_L_L	Min_C_Start_Poison_All	MIN_C_START_POISON_ALL
Min_C_START_REGEN	MIN_C_S_TA_R_T_R_EG_E_N	Min_C_Start_Regen	MIN_C_START_REGEN
Min_C_START_STRENGTH	MIN_C_S_TA_R_T_S_TR_EN_GT_H	Min_C_Start_Strength	MIN_C_START_STRENGTH
Min_C_START_THORNS	MIN_C_S_TA_R_T_T_HO_RN_S	Min_C_Start_Thorns	MIN_C_START_THORNS
Min_C_START_VULN_ALL	MIN_C_S_TA_R_T_V_UL_N_A_L_L	Min_C_Start_Vuln_All	MIN_C_START_VULN_ALL
Min_C_START_WEAK_ALL	MIN_C_S_TA_R_T_W_EA_K_A_L_L	Min_C_Start_Weak_All	MIN_C_START_WEAK_ALL
Min_N_ATTACK_DAMAGE_DOWN	MIN_N_A_TT_AC_K_D_AM_AG_E_D_OW_N	Min_N_Attack_Damage_Down	MIN_N_ATTACK_DAMAGE_DOWN
Min_N_GOLD_DOWN	MIN_N_G_OL_D_D_OW_N	Min_N_Gold_Down	MIN_N_GOLD_DOWN
Min_N_MAX_HP_DOWN	MIN_N_M_A_X_H_P_D_OW_N	Min_N_Max_Hp_Down	MIN_N_MAX_HP_DOWN
Min_N_POTION_BLOCK	MIN_N_P_OT_IO_N_B_LO_C_K	Min_N_Potion_Block	MIN_N_POTION_BLOCK
Min_N_REST_HEAL_DOWN	MIN_N_R_ES_T_H_EA_L_D_OW_N	Min_N_Rest_Heal_Down	MIN_N_REST_HEAL_DOWN
Min_N_START_FRAIL_SELF	MIN_N_S_TA_R_T_F_RA_I_L_S_EL_F	Min_N_Start_Frail_Self	MIN_N_START_FRAIL_SELF
Min_N_START_SLOTH_SELF	MIN_N_S_TA_R_T_S_LO_T_H_S_EL_F	Min_N_Start_Sloth_Self	MIN_N_START_SLOTH_SELF
Min_N_TURN_DRAW_DOWN	MIN_N_T_UR_N_D_RA_W_D_OW_N	Min_N_Turn_Draw_Down	MIN_N_TURN_DRAW_DOWN
Min_N_TURN_ENERGY_DOWN	MIN_N_T_UR_N_E_NE_RG_Y_D_OW_N	Min_N_Turn_Energy_Down	MIN_N_TURN_ENERGY_DOWN
Min_N_TURN_LOSE_HP	MIN_N_T_UR_N_L_OS_E_H_P	Min_N_Turn_Lose_Hp	MIN_N_TURN_LOSE_HP
Min_PASSIVE_ATTACK_DAMAGE	MIN_P_AS_SI_V_E_A_TT_AC_K_D_AM_AG_E	Min_Passive_Attack_Damage	MIN_PASSIVE_ATTACK_DAMAGE
Min_PASSIVE_BLOCK_ADD	MIN_P_AS_SI_V_E_B_LO_C_K_A_D_D	Min_Passive_Block_Add	MIN_PASSIVE_BLOCK_ADD
Min_PASSIVE_GOLD_GAIN	MIN_P_AS_SI_V_E_G_OL_D_G_AI_N	Min_Passive_Gold_Gain	MIN_PASSIVE_GOLD_GAIN
Min_PASSIVE_MAX_ENERGY	MIN_P_AS_SI_V_E_M_A_X_E_NE_RG_Y	Min_Passive_Max_Energy	MIN_PASSIVE_MAX_ENERGY
Min_PLAY_BLOCK	MIN_P_LA_Y_B_LO_C_K	Min_Play_Block	MIN_PLAY_BLOCK
Min_PLAY_DAMAGE_RANDOM	MIN_P_LA_Y_D_AM_AG_E_R_AN_DO_M	Min_Play_Damage_Random	MIN_PLAY_DAMAGE_RANDOM
Min_REST_HEAL_BONUS	MIN_R_ES_T_H_EA_L_B_ON_U_S	Min_Rest_Heal_Bonus	MIN_REST_HEAL_BONUS
Min_T_START_BLOCK	MIN_T_S_TA_R_T_B_LO_C_K	Min_T_Start_Block	MIN_T_START_BLOCK
Min_T_START_DRAW	MIN_T_S_TA_R_T_D_RA_W	Min_T_Start_Draw	MIN_T_START_DRAW
Min_T_START_ENERGY	MIN_T_S_TA_R_T_E_NE_RG_Y	Min_T_Start_Energy	MIN_T_START_ENERGY
Min_T_START_HEAL	MIN_T_S_TA_R_T_H_EA_L	Min_T_Start_Heal	MIN_T_START_HEAL
Min_VICTORY_GOLD	MIN_V_IC_TO_R_Y_G_OL_D	Min_Victory_Gold	MIN_VICTORY_GOLD
Min_VICTORY_HEAL	MIN_V_IC_TO_R_Y_H_EA_L	Min_Victory_Heal	MIN_VICTORY_HEAL
Min_X_ENCHANT_IMBUED	MIN_X_E_NC_HA_N_T_I_MB_UE_D	Min_X_Enchant_Imbued	MIN_X_ENCHANT_IMBUED
Min_X_ENCHANT_NIMBLE	MIN_X_E_NC_HA_N_T_N_IM_BL_E	Min_X_Enchant_Nimble	MIN_X_ENCHANT_NIMBLE
Min_X_ENCHANT_SHARP	MIN_X_E_NC_HA_N_T_S_HA_R_P	Min_X_Enchant_Sharp	MIN_X_ENCHANT_SHARP
Min_X_HAND_ETHEREAL	MIN_X_H_AN_D_E_TH_ER_EA_L	Min_X_Hand_Ethereal	MIN_X_HAND_ETHEREAL
Min_X_HAND_RETAIN	MIN_X_H_AN_D_R_ET_AI_N	Min_X_Hand_Retain	MIN_X_HAND_RETAIN
Min_X_HAND_SLY	MIN_X_H_AN_D_S_L_Y	Min_X_Hand_Sly	MIN_X_HAND_SLY
Min_X_RETAIN_ATTACK_BUFF	MIN_X_R_ET_AI_N_A_TT_AC_K_B_UF_F	Min_X_Retain_Attack_Buff	MIN_X_RETAIN_ATTACK_BUFF
Min_X_RETAIN_ENERGY_DISCOUNT	MIN_X_R_ET_AI_N_E_NE_RG_Y_D_IS_CO_UN_T	Min_X_Retain_Energy_Discount	MIN_X_RETAIN_ENERGY_DISCOUNT
Min_X_STANCE_CALM	MIN_X_S_TA_NC_E_C_AL_M	Min_X_Stance_Calm	MIN_X_STANCE_CALM
Min_X_STANCE_DIVINITY	MIN_X_S_TA_NC_E_D_IV_IN_IT_Y	Min_X_Stance_Divinity	MIN_X_STANCE_DIVINITY
Min_X_STANCE_WRATH	MIN_X_S_TA_NC_E_W_RA_T_H	Min_X_Stance_Wrath	MIN_X_STANCE_WRATH
REFUND_NEGATIVE_SECTION	R_EF_UN_D_N_EG_AT_IV_E_S_EC_TI_O_N	Refund_Negative_Section	REFUND_NEGATIVE_SECTION
Refund_N_ATTACK_DAMAGE_DOWN	REFUND_N_A_TT_AC_K_D_AM_AG_E_D_OW_N	Refund_N_Attack_Damage_Down	REFUND_N_ATTACK_DAMAGE_DOWN
Refund_N_GOLD_DOWN	REFUND_N_G_OL_D_D_OW_N	Refund_N_Gold_Down	REFUND_N_GOLD_DOWN
Refund_N_MAX_HP_DOWN	REFUND_N_M_A_X_H_P_D_OW_N	Refund_N_Max_Hp_Down	REFUND_N_MAX_HP_DOWN
Refund_N_POTION_BLOCK	REFUND_N_P_OT_IO_N_B_LO_C_K	Refund_N_Potion_Block	REFUND_N_POTION_BLOCK
Refund_N_REST_HEAL_DOWN	REFUND_N_R_ES_T_H_EA_L_D_OW_N	Refund_N_Rest_Heal_Down	REFUND_N_REST_HEAL_DOWN
Refund_N_START_FRAIL_SELF	REFUND_N_S_TA_R_T_F_RA_I_L_S_EL_F	Refund_N_Start_Frail_Self	REFUND_N_START_FRAIL_SELF
Refund_N_START_SLOTH_SELF	REFUND_N_S_TA_R_T_S_LO_T_H_S_EL_F	Refund_N_Start_Sloth_Self	REFUND_N_START_SLOTH_SELF
Refund_N_TURN_DRAW_DOWN	REFUND_N_T_UR_N_D_RA_W_D_OW_N	Refund_N_Turn_Draw_Down	REFUND_N_TURN_DRAW_DOWN
Refund_N_TURN_ENERGY_DOWN	REFUND_N_T_UR_N_E_NE_RG_Y_D_OW_N	Refund_N_Turn_Energy_Down	REFUND_N_TURN_ENERGY_DOWN
Refund_N_TURN_LOSE_HP	REFUND_N_T_UR_N_L_OS_E_H_P	Refund_N_Turn_Lose_Hp	REFUND_N_TURN_LOSE_HP
Refund_X_HAND_ETHEREAL	REFUND_X_H_AN_D_E_TH_ER_EA_L	Refund_X_Hand_Ethereal	REFUND_X_HAND_ETHEREAL
